district_id,obs_date,rainfall_mm,temp_max_c,humidity_pct,thi,rain_30d,rain_anomaly_pct,source
1,2023-08-27,15.6,33.3,44.8,81.47,649.67,-4.2,open_meteo_era5_synthetic
1,2023-08-28,11.38,31.8,43.9,79.51,661.05,-2.5,open_meteo_era5_synthetic
1,2023-08-29,6.85,33.7,54.7,83.88,667.9,-1.5,open_meteo_era5_synthetic
1,2023-08-30,10.78,31.9,46.8,80.08,678.68,0.1,open_meteo_era5_synthetic
1,2023-08-31,0.0,31.2,49.4,79.66,671.66,-0.9,open_meteo_era5_synthetic
1,2023-09-01,16.22,32.5,39.9,79.59,629.43,55.3,open_meteo_era5_synthetic
1,2023-09-02,14.54,29.6,39.0,76.06,643.9699999999999,58.8,open_meteo_era5_synthetic
1,2023-09-03,0.0,36.4,40.4,84.47,643.9699999999999,58.8,open_meteo_era5_synthetic
1,2023-09-04,0.0,34.4,41.9,82.33,641.4399999999999,58.2,open_meteo_era5_synthetic
1,2023-09-05,0.0,36.1,44.5,84.92,641.4399999999999,58.2,open_meteo_era5_synthetic
1,2023-09-06,20.12,34.4,54.8,84.81,647.53,59.7,open_meteo_era5_synthetic
1,2023-09-07,0.0,35.4,44.3,83.96,625.43,54.3,open_meteo_era5_synthetic
1,2023-09-08,0.0,37.1,46.9,86.76,625.43,54.3,open_meteo_era5_synthetic
1,2023-09-09,20.28,31.5,40.0,78.45,635.76,56.8,open_meteo_era5_synthetic
1,2023-09-10,0.0,38.0,52.6,89.2,604.2800000000001,49.1,open_meteo_era5_synthetic
1,2023-09-11,0.0,36.7,45.9,86.01,568.88,40.3,open_meteo_era5_synthetic
1,2023-09-12,0.0,34.8,57.4,85.99,532.6700000000001,31.4,open_meteo_era5_synthetic
1,2023-09-13,0.0,30.8,44.6,78.41,477.44,17.8,open_meteo_era5_synthetic
1,2023-09-14,0.0,30.8,36.7,77.07,426.01,5.1,open_meteo_era5_synthetic
1,2023-09-15,0.0,37.1,33.0,83.6,323.65,-20.2,open_meteo_era5_synthetic
1,2023-09-16,0.0,31.9,53.5,81.23,292.78999999999996,-27.8,open_meteo_era5_synthetic
1,2023-09-17,8.24,35.3,47.2,84.44,301.03,-25.7,open_meteo_era5_synthetic
1,2023-09-18,0.0,32.0,42.9,79.56,281.2,-30.6,open_meteo_era5_synthetic
1,2023-09-19,0.0,34.4,44.8,82.87,258.34,-36.3,open_meteo_era5_synthetic
1,2023-09-20,0.0,34.6,58.8,85.9,206.97,-48.9,open_meteo_era5_synthetic
1,2023-09-21,4.68,34.5,42.1,82.51,185.09,-54.3,open_meteo_era5_synthetic
1,2023-09-22,17.07,32.5,51.2,81.73,190.37,-53.0,open_meteo_era5_synthetic
1,2023-09-23,0.0,34.8,43.0,83.04,171.67,-57.7,open_meteo_era5_synthetic
1,2023-09-24,0.0,36.8,48.0,86.59,145.76,-64.0,open_meteo_era5_synthetic
1,2023-09-25,23.15,32.9,34.2,79.07,168.91,-58.3,open_meteo_era5_synthetic
1,2023-09-26,0.0,34.5,52.5,84.56,153.31,-62.2,open_meteo_era5_synthetic
1,2023-09-27,9.75,37.3,43.5,86.23,151.68,-62.6,open_meteo_era5_synthetic
1,2023-09-28,0.0,36.8,49.4,86.86,144.83,-64.3,open_meteo_era5_synthetic
1,2023-09-29,0.0,37.2,45.2,86.52,134.05,-66.9,open_meteo_era5_synthetic
1,2023-09-30,4.96,35.4,41.9,83.58,139.01000000000002,-65.7,open_meteo_era5_synthetic
1,2023-10-01,0.0,35.1,51.5,85.11,122.78999999999999,65.6,open_meteo_era5_synthetic
1,2023-10-02,0.0,35.3,34.8,81.88,108.25,46.0,open_meteo_era5_synthetic
1,2023-10-03,0.0,36.2,40.8,84.24,108.25,46.0,open_meteo_era5_synthetic
1,2023-10-04,0.0,34.8,28.7,80.15,108.25,46.0,open_meteo_era5_synthetic
1,2023-10-05,0.0,35.8,26.8,80.74,108.25,46.0,open_meteo_era5_synthetic
1,2023-10-06,0.0,34.8,41.8,82.73,88.13,18.9,open_meteo_era5_synthetic
1,2023-10-07,0.0,33.2,39.6,80.37,88.13,18.9,open_meteo_era5_synthetic
1,2023-10-08,0.0,34.1,44.2,82.38,88.13,18.9,open_meteo_era5_synthetic
1,2023-10-09,0.0,38.0,31.0,84.14,67.85,-8.5,open_meteo_era5_synthetic
1,2023-10-10,0.0,37.8,27.6,83.08,67.85,-8.5,open_meteo_era5_synthetic
1,2023-10-11,0.0,35.2,42.3,83.41,67.85,-8.5,open_meteo_era5_synthetic
1,2023-10-12,0.0,38.4,34.7,85.41,67.85,-8.5,open_meteo_era5_synthetic
1,2023-10-13,0.0,37.9,42.2,86.67,67.85,-8.5,open_meteo_era5_synthetic
1,2023-10-14,0.0,32.1,41.9,79.49,67.85,-8.5,open_meteo_era5_synthetic
1,2023-10-15,0.0,35.2,48.9,84.73,67.85,-8.5,open_meteo_era5_synthetic
1,2023-10-16,0.0,35.9,42.7,84.32,67.85,-8.5,open_meteo_era5_synthetic
1,2023-10-17,0.0,35.2,38.7,82.55,59.61,-19.6,open_meteo_era5_synthetic
1,2023-10-18,0.0,38.1,43.5,87.19,59.61,-19.6,open_meteo_era5_synthetic
1,2023-10-19,0.0,36.0,30.6,81.82,59.61,-19.6,open_meteo_era5_synthetic
1,2023-10-20,0.0,31.5,39.5,78.4,59.61,-19.6,open_meteo_era5_synthetic
1,2023-10-21,1.63,36.1,37.3,83.38,56.56,-23.7,open_meteo_era5_synthetic
1,2023-10-22,0.0,35.5,32.2,81.64,39.489999999999995,-46.7,open_meteo_era5_synthetic
1,2023-10-23,0.0,35.7,39.9,83.42,39.489999999999995,-46.7,open_meteo_era5_synthetic
1,2023-10-24,0.0,38.9,33.4,85.71,39.489999999999995,-46.7,open_meteo_era5_synthetic
1,2023-10-25,0.0,36.2,41.3,84.39,16.34,-78.0,open_meteo_era5_synthetic
1,2023-10-26,0.0,35.6,39.0,83.12,16.34,-78.0,open_meteo_era5_synthetic
1,2023-10-27,0.0,36.4,35.2,83.25,6.59,-91.1,open_meteo_era5_synthetic
1,2023-10-28,0.0,34.9,40.3,82.62,6.59,-91.1,open_meteo_era5_synthetic
1,2023-10-29,0.0,36.0,46.5,85.3,6.59,-91.1,open_meteo_era5_synthetic
1,2023-10-30,0.0,35.8,38.3,83.23,1.63,-97.8,open_meteo_era5_synthetic
1,2023-10-31,0.0,38.1,41.1,86.61,1.63,-97.8,open_meteo_era5_synthetic
1,2023-11-01,0.0,31.3,36.1,77.58,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-02,0.0,32.8,28.6,77.88,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-03,0.0,30.1,30.3,75.25,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-04,0.0,35.0,31.1,80.8,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-05,0.0,32.4,37.7,79.04,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-06,0.0,30.5,41.9,77.55,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-07,0.0,32.6,40.6,79.85,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-08,0.0,32.5,40.0,79.68,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-09,0.0,33.4,35.2,79.74,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-10,0.0,33.1,40.6,80.54,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-11,0.0,32.0,45.2,79.93,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-12,0.0,33.1,38.8,80.11,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-13,0.0,36.5,43.9,85.31,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-14,0.0,33.2,34.7,79.51,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-15,0.0,31.5,39.3,78.28,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-16,0.0,31.9,48.4,80.41,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-17,0.0,29.3,41.9,76.08,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-18,0.0,31.6,39.7,78.49,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-19,0.0,29.5,38.4,75.86,1.63,-24.6,open_meteo_era5_synthetic
1,2023-11-20,0.0,33.3,40.8,80.7,0.0,-100.0,open_meteo_era5_synthetic
1,2023-11-21,0.0,31.3,35.5,77.43,0.0,-100.0,open_meteo_era5_synthetic
1,2023-11-22,0.0,33.0,36.6,79.58,0.0,-100.0,open_meteo_era5_synthetic
1,2023-11-23,0.0,32.7,27.4,77.58,0.0,-100.0,open_meteo_era5_synthetic
1,2023-11-24,0.0,33.7,38.4,80.81,0.0,-100.0,open_meteo_era5_synthetic
1,2023-11-25,0.0,32.8,30.1,78.14,0.0,-100.0,open_meteo_era5_synthetic
1,2023-11-26,0.0,31.3,47.1,79.36,0.0,-100.0,open_meteo_era5_synthetic
1,2023-11-27,0.0,32.5,43.6,80.33,0.0,-100.0,open_meteo_era5_synthetic
1,2023-11-28,0.0,34.3,47.6,83.27,0.0,-100.0,open_meteo_era5_synthetic
1,2023-11-29,0.0,36.2,49.2,86.07,0.0,-100.0,open_meteo_era5_synthetic
1,2023-11-30,0.0,32.8,40.0,80.01,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-01,0.0,29.9,30.2,74.95,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-02,0.0,29.8,38.1,76.07,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-03,0.0,30.7,41.3,77.74,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-04,0.0,31.7,41.3,78.97,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-05,0.0,28.4,40.2,74.8,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-06,0.0,29.7,34.2,75.36,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-07,0.0,30.1,36.3,76.19,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-08,0.0,31.8,40.7,78.97,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-09,0.0,31.3,42.4,78.62,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-10,0.0,31.0,42.6,78.22,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-11,0.0,27.3,36.3,72.98,0.0,-100.0,open_meteo_era5_synthetic
1,2023-12-12,0.57,27.5,29.0,72.16,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-13,0.0,30.0,30.0,75.06,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-14,0.0,32.0,39.9,79.08,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-15,0.0,32.4,33.8,78.38,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-16,0.0,29.9,33.6,75.5,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-17,0.0,29.6,50.3,77.74,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-18,0.0,31.1,42.1,78.3,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-19,0.0,28.6,33.7,74.08,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-20,0.0,28.2,46.4,75.35,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-21,0.0,31.5,46.5,79.49,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-22,0.0,31.8,42.3,79.19,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-23,0.0,32.5,36.1,78.99,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-24,0.0,29.8,28.4,74.64,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-25,0.0,33.1,37.6,79.86,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-26,0.0,31.5,43.9,79.09,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-27,0.0,30.0,39.5,76.58,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-28,0.0,29.2,43.1,76.14,0.57,-48.5,open_meteo_era5_synthetic
1,2023-12-29,0.55,29.0,41.6,75.64,1.12,1.2,open_meteo_era5_synthetic
1,2023-12-30,0.0,29.6,35.2,75.47,1.12,1.2,open_meteo_era5_synthetic
1,2023-12-31,0.0,29.6,35.9,75.49,1.12,1.2,open_meteo_era5_synthetic
1,2024-01-01,0.0,31.1,35.0,77.1,1.12,-40.4,open_meteo_era5_synthetic
1,2024-01-02,0.0,29.7,37.2,75.83,1.12,-40.4,open_meteo_era5_synthetic
1,2024-01-03,0.0,26.8,47.2,73.72,1.12,-40.4,open_meteo_era5_synthetic
1,2024-01-04,0.0,26.5,31.7,71.42,1.12,-40.4,open_meteo_era5_synthetic
1,2024-01-05,0.0,31.2,38.9,77.94,1.12,-40.4,open_meteo_era5_synthetic
1,2024-01-06,0.0,30.4,30.9,75.69,1.12,-40.4,open_meteo_era5_synthetic
1,2024-01-07,0.0,29.2,36.0,75.06,1.12,-40.4,open_meteo_era5_synthetic
1,2024-01-08,0.0,25.8,32.9,70.8,1.12,-40.4,open_meteo_era5_synthetic
1,2024-01-09,0.0,32.0,49.0,80.68,1.12,-40.4,open_meteo_era5_synthetic
1,2024-01-10,0.0,30.7,44.9,78.22,1.12,-40.4,open_meteo_era5_synthetic
1,2024-01-11,0.0,28.9,39.1,75.15,0.55,-70.7,open_meteo_era5_synthetic
1,2024-01-12,0.0,30.4,38.4,76.87,0.55,-70.7,open_meteo_era5_synthetic
1,2024-01-13,0.0,27.9,33.5,73.24,0.55,-70.7,open_meteo_era5_synthetic
1,2024-01-14,0.0,24.8,37.0,70.14,0.55,-70.7,open_meteo_era5_synthetic
1,2024-01-15,0.0,33.2,35.5,79.64,0.55,-70.7,open_meteo_era5_synthetic
1,2024-01-16,0.2,26.7,37.3,72.35,0.75,-60.1,open_meteo_era5_synthetic
1,2024-01-17,0.0,31.3,29.5,76.41,0.75,-60.1,open_meteo_era5_synthetic
1,2024-01-18,0.0,25.2,48.4,71.8,0.75,-60.1,open_meteo_era5_synthetic
1,2024-01-19,0.0,30.5,50.6,78.96,0.75,-60.1,open_meteo_era5_synthetic
1,2024-01-20,0.5,28.6,36.4,74.47,1.25,-33.5,open_meteo_era5_synthetic
1,2024-01-21,0.0,26.6,43.8,73.06,1.25,-33.5,open_meteo_era5_synthetic
1,2024-01-22,0.0,24.1,33.7,68.95,1.25,-33.5,open_meteo_era5_synthetic
1,2024-01-23,0.0,30.1,30.1,75.2,1.25,-33.5,open_meteo_era5_synthetic
1,2024-01-24,0.19,28.0,37.9,74.01,1.44,-23.4,open_meteo_era5_synthetic
1,2024-01-25,0.0,30.5,40.9,77.44,1.44,-23.4,open_meteo_era5_synthetic
1,2024-01-26,0.0,30.0,34.6,75.8,1.44,-23.4,open_meteo_era5_synthetic
1,2024-01-27,0.0,27.7,34.6,73.17,1.44,-23.4,open_meteo_era5_synthetic
1,2024-01-28,0.0,29.9,37.4,76.14,0.8899999999999999,-52.6,open_meteo_era5_synthetic
1,2024-01-29,0.0,30.2,40.2,76.91,0.8899999999999999,-52.6,open_meteo_era5_synthetic
1,2024-01-30,0.0,28.8,31.4,73.99,0.8899999999999999,-52.6,open_meteo_era5_synthetic
1,2024-01-31,0.0,27.9,35.3,73.5,0.8899999999999999,-52.6,open_meteo_era5_synthetic
1,2024-02-01,0.0,28.7,36.0,74.52,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-02,0.0,35.1,41.4,83.08,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-03,0.0,30.6,36.0,76.73,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-04,0.0,32.4,34.3,78.45,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-05,0.0,28.5,30.9,73.6,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-06,0.0,31.5,40.1,78.43,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-07,0.0,32.0,45.3,79.97,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-08,0.0,29.8,42.4,76.81,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-09,0.0,30.5,46.1,78.17,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-10,0.0,35.6,41.4,83.7,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-11,0.0,34.8,27.4,79.85,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-12,0.0,31.8,34.5,77.81,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-13,0.0,31.0,32.3,76.58,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-14,0.0,31.0,35.1,77.02,0.8899999999999999,25.1,open_meteo_era5_synthetic
1,2024-02-15,0.0,34.7,37.2,81.69,0.69,-3.0,open_meteo_era5_synthetic
1,2024-02-16,0.0,32.5,45.6,80.65,0.69,-3.0,open_meteo_era5_synthetic
1,2024-02-17,0.0,33.3,52.1,82.91,0.69,-3.0,open_meteo_era5_synthetic
1,2024-02-18,0.0,31.7,35.9,77.99,0.69,-3.0,open_meteo_era5_synthetic
1,2024-02-19,0.0,31.9,45.0,79.79,0.19,-73.3,open_meteo_era5_synthetic
1,2024-02-20,0.0,29.5,45.8,76.93,0.19,-73.3,open_meteo_era5_synthetic
1,2024-02-21,0.0,28.9,36.4,74.76,0.19,-73.3,open_meteo_era5_synthetic
1,2024-02-22,0.0,34.4,52.6,84.48,0.19,-73.3,open_meteo_era5_synthetic
1,2024-02-23,0.0,34.0,34.7,80.34,0.0,-100.0,open_meteo_era5_synthetic
1,2024-02-24,0.0,34.7,33.3,80.97,0.0,-100.0,open_meteo_era5_synthetic
1,2024-02-25,0.0,28.5,38.3,74.66,0.0,-100.0,open_meteo_era5_synthetic
1,2024-02-26,0.0,29.6,36.9,75.72,0.0,-100.0,open_meteo_era5_synthetic
1,2024-02-27,0.0,29.0,40.1,75.42,0.0,-100.0,open_meteo_era5_synthetic
1,2024-02-28,0.0,29.5,34.8,75.22,0.0,-100.0,open_meteo_era5_synthetic
1,2024-02-29,0.0,31.0,26.6,75.64,0.0,-100.0,open_meteo_era5_synthetic
1,2024-03-01,0.0,39.5,39.2,87.86,0.0,-100.0,open_meteo_era5_synthetic
1,2024-03-02,0.39,35.4,30.6,81.12,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-03,0.0,33.7,33.6,79.89,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-04,0.0,37.6,37.9,85.26,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-05,0.0,36.7,42.7,85.33,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-06,0.0,36.7,38.2,84.24,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-07,0.0,35.2,47.3,84.42,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-08,0.0,38.4,38.6,86.44,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-09,0.0,38.2,28.9,83.83,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-10,0.0,34.2,38.7,81.39,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-11,0.0,35.5,34.7,82.08,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-12,0.0,36.3,37.0,83.54,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-13,0.0,37.3,55.6,89.0,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-14,0.0,39.3,42.9,88.52,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-15,0.0,33.0,41.3,80.51,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-16,0.0,35.3,31.8,81.29,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-17,0.0,35.1,30.9,80.84,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-18,0.0,38.1,42.2,86.93,0.39,-77.3,open_meteo_era5_synthetic
1,2024-03-19,0.18,34.0,35.1,80.5,0.5700000000000001,-66.8,open_meteo_era5_synthetic
1,2024-03-20,0.0,36.4,34.5,83.1,0.5700000000000001,-66.8,open_meteo_era5_synthetic
1,2024-03-21,0.0,37.5,45.4,86.86,0.5700000000000001,-66.8,open_meteo_era5_synthetic
1,2024-03-22,0.0,35.4,33.1,81.63,0.5700000000000001,-66.8,open_meteo_era5_synthetic
1,2024-03-23,0.0,39.2,46.1,89.16,0.5700000000000001,-66.8,open_meteo_era5_synthetic
1,2024-03-24,0.0,34.5,39.8,81.99,0.5700000000000001,-66.8,open_meteo_era5_synthetic
1,2024-03-25,0.0,34.9,46.8,83.94,0.5700000000000001,-66.8,open_meteo_era5_synthetic
1,2024-03-26,0.0,35.4,35.3,82.17,0.5700000000000001,-66.8,open_meteo_era5_synthetic
1,2024-03-27,0.0,36.6,43.7,85.43,0.5700000000000001,-66.8,open_meteo_era5_synthetic
1,2024-03-28,0.46,36.1,35.1,82.96,1.03,-40.0,open_meteo_era5_synthetic
1,2024-03-29,0.0,31.7,36.8,78.11,1.03,-40.0,open_meteo_era5_synthetic
1,2024-03-30,0.0,34.9,29.0,80.32,1.03,-40.0,open_meteo_era5_synthetic
1,2024-03-31,0.0,34.9,43.0,83.17,1.03,-40.0,open_meteo_era5_synthetic
1,2024-04-01,0.0,41.8,27.4,87.33,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-02,0.0,36.2,31.9,82.25,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-03,0.0,39.4,52.4,91.02,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-04,0.0,43.3,39.5,92.4,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-05,0.0,41.8,36.4,89.79,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-06,0.0,36.1,37.9,83.51,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-07,0.0,42.6,32.8,89.78,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-08,0.0,41.1,31.7,87.72,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-09,0.0,40.1,43.1,89.52,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-10,0.0,41.1,34.1,88.41,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-11,0.0,39.7,39.3,88.13,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-12,0.0,40.0,39.1,88.45,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-13,0.0,41.8,46.8,92.7,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-14,0.0,38.6,37.4,86.35,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-15,0.0,38.4,40.2,86.76,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-16,0.0,40.1,51.3,91.6,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-17,0.0,37.7,41.0,86.11,0.64,-32.7,open_meteo_era5_synthetic
1,2024-04-18,0.0,40.5,28.4,86.23,0.46,-51.6,open_meteo_era5_synthetic
1,2024-04-19,0.0,38.2,37.9,86.03,0.46,-51.6,open_meteo_era5_synthetic
1,2024-04-20,0.0,40.0,51.9,91.67,0.46,-51.6,open_meteo_era5_synthetic
1,2024-04-21,0.0,36.0,32.1,82.11,0.46,-51.6,open_meteo_era5_synthetic
1,2024-04-22,0.0,39.3,39.4,87.6,0.46,-51.6,open_meteo_era5_synthetic
1,2024-04-23,0.0,38.2,49.2,88.68,0.46,-51.6,open_meteo_era5_synthetic
1,2024-04-24,0.0,41.8,39.0,90.49,0.46,-51.6,open_meteo_era5_synthetic
1,2024-04-25,0.0,40.1,35.8,87.65,0.46,-51.6,open_meteo_era5_synthetic
1,2024-04-26,0.0,40.1,35.0,87.44,0.46,-51.6,open_meteo_era5_synthetic
1,2024-04-27,0.0,35.5,41.6,83.6,0.0,-100.0,open_meteo_era5_synthetic
1,2024-04-28,0.0,42.3,32.2,89.2,0.0,-100.0,open_meteo_era5_synthetic
1,2024-04-29,0.0,38.0,41.1,86.55,0.0,-100.0,open_meteo_era5_synthetic
1,2024-04-30,0.0,41.5,39.1,90.26,0.0,-100.0,open_meteo_era5_synthetic
1,2024-05-01,0.0,39.0,47.4,89.32,0.0,-100.0,open_meteo_era5_synthetic
1,2024-05-02,0.0,41.5,26.4,86.76,0.0,-100.0,open_meteo_era5_synthetic
1,2024-05-03,0.0,42.3,35.9,90.29,0.0,-100.0,open_meteo_era5_synthetic
1,2024-05-04,0.0,40.8,53.4,93.1,0.0,-100.0,open_meteo_era5_synthetic
1,2024-05-05,0.0,43.4,39.0,92.43,0.0,-100.0,open_meteo_era5_synthetic
1,2024-05-06,0.0,45.3,24.5,90.21,0.0,-100.0,open_meteo_era5_synthetic
1,2024-05-07,0.0,45.1,50.1,97.92,0.0,-100.0,open_meteo_era5_synthetic
1,2024-05-08,0.0,40.1,31.6,86.66,0.0,-100.0,open_meteo_era5_synthetic
1,2024-05-09,0.47,42.6,44.2,92.99,0.47,-54.8,open_meteo_era5_synthetic
1,2024-05-10,0.0,41.4,50.1,93.09,0.47,-54.8,open_meteo_era5_synthetic
1,2024-05-11,0.0,40.1,42.4,89.37,0.47,-54.8,open_meteo_era5_synthetic
1,2024-05-12,0.0,42.5,43.5,92.66,0.47,-54.8,open_meteo_era5_synthetic
