assessment_id,enterprise_id,as_of,sector,district_id,prob_stress,prob_missed_repayment,rule_score,fused_score,risk_tier,tier_cutoffs,band_width,low_visibility,data_completeness,buffer_days,dscr_annual,credit_headroom,suggested_max_emi,bridge_headroom,net_buffer_days,forecast_net_90d_p10,forecast_net_90d_p50,forecast_net_90d_p90,reason_1,reason_1_contrib,reason_2,reason_2_contrib,reason_3,reason_3_contrib,fusion_weights,model_id,rule_version
AS000019,ENT0001,2025-05-31,DAIRY,1,0.09714220274763513,0.926793145729158,0.6842,0.42,AMBER,AMBER>=0.38;RED>=0.58,27257.0,False,0.703,2.9,2.17,4000.0,190.0,8900.0,2.9,-27826.0,-9773.0,-569.0,working_capital_erosion,1.0,margin_squeeze,0.5714,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000020,ENT0001,2025-06-30,DAIRY,1,0.01241831591811847,0.061302609614935624,1.0,0.5556,AMBER,AMBER>=0.38;RED>=0.58,22208.0,False,0.708,0.9,2.25,3000.0,143.0,6600.0,-8.9,-13822.0,-6605.0,8386.0,margin_squeeze,1.0,working_capital_erosion,1.0,debt_overhang,0.7222,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000021,ENT0001,2025-07-31,DAIRY,1,0.020693403739903662,0.0027022567712009773,0.9579,0.5362,AMBER,AMBER>=0.38;RED>=0.58,16198.0,False,0.723,4.3,2.63,15500.0,737.0,8500.0,-14.4,3978.0,11971.0,20176.0,working_capital_erosion,1.0,debt_overhang,0.7222,margin_squeeze,0.5714,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000022,ENT0001,2025-08-31,DAIRY,1,0.06666907275979032,0.0071821010193586126,0.6526,0.3889,AMBER,AMBER>=0.38;RED>=0.58,42884.0,False,0.725,13.6,3.77,20100.0,956.0,10200.0,-6.8,-5393.0,17317.0,37491.0,working_capital_erosion,0.7353,debt_overhang,0.7222,margin_squeeze,0.3143,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000023,ENT0001,2025-09-30,DAIRY,1,0.04182281993250417,0.00829696388785251,0.4842,0.2851,GREEN,AMBER>=0.38;RED>=0.58,32029.0,False,0.728,15.6,3.19,16700.0,794.0,7800.0,-5.6,7129.0,23364.0,39158.0,working_capital_erosion,0.7353,debt_overhang,0.3056,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000024,ENT0001,2025-10-31,DAIRY,1,0.037874479686566785,0.0010900485753147738,0.3789,0.2254,GREEN,AMBER>=0.38;RED>=0.58,36485.0,False,0.74,17.3,3.34,17100.0,813.0,8700.0,0.1,-5.0,24782.0,36480.0,working_capital_erosion,0.7353,debt_overhang,0.3056,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000025,ENT0001,2025-11-30,DAIRY,1,0.020463153889387693,0.0006232800173492772,0.4947,0.2813,GREEN,AMBER>=0.38;RED>=0.58,31443.0,False,0.746,17.2,3.47,17500.0,832.0,6800.0,1.5,15667.0,29864.0,47110.0,working_capital_erosion,0.7353,receivable_stretch,0.3333,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000026,ENT0001,2025-12-31,DAIRY,1,0.040491381548275085,0.00013015606087795332,0.6737,0.3888,AMBER,AMBER>=0.38;RED>=0.58,41292.0,False,0.754,19.1,2.67,13900.0,661.0,11100.0,15.1,1634.0,21422.0,42926.0,demand_trough,0.5946,receivable_stretch,0.3333,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000027,ENT0001,2026-01-31,DAIRY,1,0.02300467698974886,1.4617177523347545e-05,0.2316,0.1377,GREEN,AMBER>=0.38;RED>=0.58,33146.0,False,0.751,37.6,3.4,4300.0,204.0,12000.0,37.6,-21099.0,-7596.0,12047.0,demand_trough,0.3243,climate_shock,0.2857,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000028,ENT0001,2026-02-28,DAIRY,1,0.7880460386335411,3.169672770221824e-05,0.2316,0.482,AMBER,AMBER>=0.38;RED>=0.58,54727.0,False,0.769,43.0,3.33,3800.0,181.0,9900.0,43.0,-51496.0,-17086.0,3231.0,demand_trough,0.3243,climate_shock,0.2857,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000029,ENT0001,2026-03-31,DAIRY,1,0.840362379562904,0.00025791356995437907,0.2211,0.4998,AMBER,AMBER>=0.38;RED>=0.58,97391.0,False,0.78,31.2,2.93,2500.0,119.0,6300.0,31.2,-76958.0,-16077.0,20433.0,demand_trough,0.3243,margin_squeeze,0.2571,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000030,ENT0001,2026-04-30,DAIRY,1,0.6794231954761738,0.0004836852502283819,0.8842,0.7921,RED,AMBER>=0.38;RED>=0.58,101166.0,False,0.769,13.1,2.51,1700.0,81.0,3900.0,13.1,-89261.0,-21399.0,11905.0,climate_shock,1.0,margin_squeeze,0.5714,working_capital_erosion,0.5588,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000031,ENT0001,2026-05-31,DAIRY,1,0.08835256835893798,0.00018282476575451456,1.0,0.5898,RED,AMBER>=0.38;RED>=0.58,51844.0,False,0.788,-1.9,1.6,1300.0,62.0,2900.0,-9.6,-52438.0,-8940.0,-594.0,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000032,ENT0001,2026-06-30,DAIRY,1,0.02599342368184522,0.00014452981536556948,1.0,0.5617,AMBER,AMBER>=0.38;RED>=0.58,,False,0.79,-1.2,1.28,4700.0,223.0,5700.0,-28.4,,,,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000033,ENT0001,2026-07-31,DAIRY,1,0.07226566168166085,0.0001421746895463813,0.6526,0.3914,AMBER,AMBER>=0.38;RED>=0.58,,False,0.791,17.7,2.18,7200.0,342.0,14200.0,-25.7,,,,margin_squeeze,0.7429,working_capital_erosion,0.7353,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000034,ENT0002,2023-11-30,FOODPROC,5,0.11226269977121091,0.0009416367887597724,0.7684,0.4731,AMBER,AMBER>=0.38;RED>=0.58,102944.0,False,0.778,10.0,-0.23,0.0,0.0,51000.0,-1.5,-1534.0,57352.0,101410.0,working_capital_erosion,0.7353,demand_trough,0.7297,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000035,ENT0002,2023-12-31,FOODPROC,5,0.21720154006389672,0.0005949366910206971,0.4842,0.3641,GREEN,AMBER>=0.38;RED>=0.58,137405.0,False,0.776,13.0,0.25,2600.0,124.0,36800.0,0.2,-47618.0,47695.0,89787.0,working_capital_erosion,0.7353,debt_overhang,0.5833,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000036,ENT0002,2024-01-31,FOODPROC,5,0.3583212367120319,0.0008307757695894413,0.3263,0.3407,GREEN,AMBER>=0.38;RED>=0.58,131710.0,False,0.776,18.9,0.78,10000.0,475.0,44600.0,8.3,-63565.0,21517.0,68145.0,debt_overhang,0.5833,working_capital_erosion,0.2941,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000037,ENT0002,2024-02-29,FOODPROC,5,0.21789839720537224,0.003226663656661103,0.4842,0.3644,GREEN,AMBER>=0.38;RED>=0.58,133366.0,False,0.784,8.3,0.92,13300.0,632.0,36200.0,7.5,-39113.0,47740.0,94253.0,working_capital_erosion,0.7353,debt_overhang,0.5833,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000038,ENT0002,2024-03-31,FOODPROC,5,0.0862868529792729,0.00022915803609994292,0.2316,0.1662,GREEN,AMBER>=0.38;RED>=0.58,115362.0,False,0.778,16.0,1.36,70300.0,3342.0,64600.0,16.0,4027.0,96972.0,119389.0,demand_trough,0.3243,working_capital_erosion,0.2941,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000039,ENT0002,2024-04-30,FOODPROC,5,0.00998356319468556,0.0007986238519191993,0.5789,0.3229,GREEN,AMBER>=0.38;RED>=0.58,116705.0,False,0.795,10.4,1.26,68400.0,3252.0,37300.0,10.4,34672.0,127727.0,151377.0,demand_trough,0.7297,working_capital_erosion,0.5588,margin_squeeze,0.2571,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000040,ENT0002,2024-05-31,FOODPROC,5,0.00047493022488388135,5.575972324005433e-06,0.2842,0.1565,GREEN,AMBER>=0.38;RED>=0.58,117203.0,False,0.791,44.8,2.09,138700.0,6594.0,90700.0,44.8,22448.0,97675.0,139651.0,demand_trough,0.7297,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000041,ENT0002,2024-06-30,FOODPROC,5,0.0014001387667059264,5.231697248614749e-06,0.0,0.0006,GREEN,AMBER>=0.38;RED>=0.58,99295.0,False,0.795,54.4,2.3,162500.0,7726.0,51900.0,54.4,10252.0,49821.0,109547.0,,0.0,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000042,ENT0002,2024-07-31,FOODPROC,5,0.0015026598696802095,4.203166177594944e-06,0.0,0.0007,GREEN,AMBER>=0.38;RED>=0.58,98757.0,False,0.798,58.7,2.49,182200.0,8662.0,50600.0,58.7,-13737.0,34938.0,85020.0,,0.0,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000043,ENT0002,2024-08-31,FOODPROC,5,0.0035791225128461593,2.2159699216503618e-05,0.1158,0.0653,GREEN,AMBER>=0.38;RED>=0.58,86272.0,False,0.798,58.1,2.96,192200.0,9138.0,43800.0,58.1,-26743.0,26130.0,59529.0,receivable_stretch,0.3333,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000044,ENT0002,2024-09-30,FOODPROC,5,0.0013683410077008206,2.8552205750698824e-05,0.0,0.0006,GREEN,AMBER>=0.38;RED>=0.58,108788.0,False,0.806,53.6,3.26,200900.0,9551.0,39200.0,53.6,-45166.0,26930.0,63622.0,,0.0,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000045,ENT0002,2024-10-31,FOODPROC,5,0.0003278456375584052,2.1763720790593608e-05,0.0947,0.0522,GREEN,AMBER>=0.38;RED>=0.58,127911.0,False,0.796,42.6,3.52,259400.0,12332.0,45800.0,42.6,-19618.0,71463.0,108293.0,working_capital_erosion,0.2647,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000046,ENT0002,2024-11-30,FOODPROC,5,9.469298995901259e-05,1.7585899826534785e-05,0.4947,0.2721,GREEN,AMBER>=0.38;RED>=0.58,90442.0,False,0.812,47.2,3.52,273500.0,13003.0,52500.0,47.2,22066.0,73800.0,112508.0,demand_trough,0.7297,receivable_stretch,0.3333,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000047,ENT0002,2024-12-31,FOODPROC,5,4.0530657523875137e-05,3.5070426495149216e-06,0.1053,0.0579,GREEN,AMBER>=0.38;RED>=0.58,91358.0,False,0.809,58.9,3.69,288500.0,13716.0,55800.0,58.9,16155.0,77486.0,107513.0,receivable_stretch,0.303,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000048,ENT0002,2025-01-31,FOODPROC,5,0.00023946476702530072,2.9671187217388893e-06,0.2211,0.1217,GREEN,AMBER>=0.38;RED>=0.58,124511.0,False,0.813,62.6,3.94,261600.0,12437.0,42400.0,62.6,-5854.0,57277.0,118657.0,receivable_stretch,0.6364,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000049,ENT0002,2025-02-28,FOODPROC,5,7.931084123241158e-05,8.216209283330517e-06,0.1053,0.058,GREEN,AMBER>=0.38;RED>=0.58,118860.0,False,0.822,55.4,4.44,278000.0,13217.0,49300.0,55.4,22636.0,71766.0,141496.0,receivable_stretch,0.303,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000050,ENT0002,2025-03-31,FOODPROC,5,4.250723287314362e-05,3.6808096354935427e-06,0.3263,0.1795,GREEN,AMBER>=0.38;RED>=0.58,113436.0,False,0.815,48.5,4.91,288300.0,13706.0,70500.0,48.5,61800.0,151181.0,175236.0,demand_trough,0.3243,receivable_stretch,0.303,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000051,ENT0002,2025-04-30,FOODPROC,5,5.176131848889836e-05,3.0156412170742377e-06,0.7474,0.4111,AMBER,AMBER>=0.38;RED>=0.58,182059.0,False,0.821,41.6,5.66,267800.0,12732.0,50800.0,41.6,28939.0,196403.0,210998.0,demand_trough,0.7297,climate_shock,0.7143,receivable_stretch,0.303,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000052,ENT0002,2025-05-31,FOODPROC,5,2.7203484919673396e-05,2.860807239120321e-06,0.3895,0.2142,GREEN,AMBER>=0.38;RED>=0.58,120416.0,False,0.826,60.1,6.37,295200.0,14034.0,92400.0,60.1,90806.0,150920.0,211222.0,demand_trough,0.7297,receivable_stretch,0.303,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000053,ENT0002,2025-06-30,FOODPROC,5,1.3480951793722617e-05,2.058759883756463e-06,0.1053,0.0579,GREEN,AMBER>=0.38;RED>=0.58,156558.0,False,0.83,80.1,7.59,278400.0,13236.0,54200.0,80.1,30686.0,124185.0,187244.0,receivable_stretch,0.303,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000054,ENT0002,2025-07-31,FOODPROC,5,6.571364780134124e-05,2.336456991535633e-06,0.2211,0.1216,GREEN,AMBER>=0.38;RED>=0.58,74819.0,False,0.837,84.8,9.78,328900.0,15637.0,74200.0,84.8,51494.0,72351.0,126313.0,receivable_stretch,0.6364,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000055,ENT0002,2025-08-31,FOODPROC,5,4.6582373173145626e-05,6.737180833789306e-07,0.2211,0.1216,GREEN,AMBER>=0.38;RED>=0.58,109727.0,False,0.833,84.3,12.42,312100.0,14838.0,46800.0,84.3,-7832.0,81301.0,101895.0,receivable_stretch,0.6364,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000056,ENT0002,2025-09-30,FOODPROC,5,7.640031130193098e-05,2.3895133893788053e-06,0.2211,0.1216,GREEN,AMBER>=0.38;RED>=0.58,87199.0,False,0.837,79.4,16.39,307800.0,14633.0,36200.0,79.4,24620.0,74577.0,111819.0,receivable_stretch,0.6364,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000057,ENT0002,2025-10-31,FOODPROC,5,7.262146091189281e-05,3.491754507795107e-06,0.5158,0.2837,GREEN,AMBER>=0.38;RED>=0.58,135814.0,False,0.843,44.6,23.62,276100.0,13126.0,35300.0,44.6,5934.0,90622.0,141748.0,receivable_stretch,0.6364,demand_trough,0.2703,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000058,ENT0002,2025-11-30,FOODPROC,5,2.866591119991377e-05,2.9875056176733375e-06,0.6,0.33,GREEN,AMBER>=0.38;RED>=0.58,112439.0,False,0.832,46.9,47.64,305800.0,14538.0,59000.0,46.9,31142.0,92635.0,143581.0,demand_trough,0.7297,receivable_stretch,0.6364,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000059,ENT0002,2025-12-31,FOODPROC,5,3.820128623014663e-05,1.8644012408223194e-06,0.3158,0.1737,GREEN,AMBER>=0.38;RED>=0.58,83642.0,False,0.841,60.2,,330000.0,15689.0,72500.0,60.2,46112.0,88108.0,129754.0,receivable_stretch,0.6364,working_capital_erosion,0.2647,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000060,ENT0002,2026-01-31,FOODPROC,5,0.00015749574187381212,2.10607276901472e-06,0.2211,0.1217,GREEN,AMBER>=0.38;RED>=0.58,95778.0,False,0.845,60.8,,327700.0,15579.0,53900.0,60.8,16547.0,79140.0,112325.0,receivable_stretch,0.6364,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000061,ENT0002,2026-02-28,FOODPROC,5,0.00012558379203310172,1.7282381362269355e-06,0.2211,0.1217,GREEN,AMBER>=0.38;RED>=0.58,130145.0,False,0.856,58.6,,339200.0,16126.0,72800.0,58.6,33828.0,104379.0,163973.0,receivable_stretch,0.6364,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000062,ENT0002,2026-03-31,FOODPROC,5,2.5507353008625605e-05,3.1921876505192176e-06,0.4316,0.2374,GREEN,AMBER>=0.38;RED>=0.58,144587.0,False,0.851,46.7,,304600.0,14481.0,50500.0,46.7,39443.0,170368.0,184030.0,demand_trough,0.5946,receivable_stretch,0.303,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000063,ENT0002,2026-04-30,FOODPROC,5,3.272377924348872e-05,1.5308035003580726e-06,0.7579,0.4169,AMBER,AMBER>=0.38;RED>=0.58,166234.0,False,0.853,51.0,,330900.0,15732.0,67700.0,51.0,60489.0,209203.0,226723.0,demand_trough,0.7297,climate_shock,0.7143,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
AS000064,ENT0002,2026-05-31,FOODPROC,5,1.7467519800783516e-05,1.7415179092766999e-06,0.6105,0.3358,GREEN,AMBER>=0.38;RED>=0.58,174556.0,False,0.86,73.5,,329300.0,15656.0,72600.0,73.5,66627.0,194570.0,241183.0,demand_trough,1.0,receivable_stretch,0.6364,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules
