loan_id,enterprise_id,installment_no,due_date,emi_scheduled,subvention,emi_payable,interest_component,principal_component,closing_balance
LN00051,ENT0005,27,2024-11-22,1843.44,0.0,1843.44,321.52,1521.92,35223.64
LN00051,ENT0005,28,2024-12-22,1843.44,0.0,1843.44,308.21,1535.24,33688.4
LN00051,ENT0005,29,2025-01-22,1843.44,0.0,1843.44,294.77,1548.67,32139.73
LN00051,ENT0005,30,2025-02-22,1843.44,0.0,1843.44,281.22,1562.22,30577.51
LN00051,ENT0005,31,2025-03-22,1843.44,0.0,1843.44,267.55,1575.89,29001.62
LN00051,ENT0005,32,2025-04-22,1843.44,0.0,1843.44,253.76,1589.68,27411.94
LN00051,ENT0005,33,2025-05-22,1843.44,0.0,1843.44,239.85,1603.59,25808.35
LN00051,ENT0005,34,2025-06-22,1843.44,0.0,1843.44,225.82,1617.62,24190.73
LN00051,ENT0005,35,2025-07-22,1843.44,0.0,1843.44,211.67,1631.77,22558.96
LN00051,ENT0005,36,2025-08-22,1843.44,0.0,1843.44,197.39,1646.05,20912.9
LN00051,ENT0005,37,2025-09-22,1843.44,0.0,1843.44,182.99,1660.46,19252.45
LN00051,ENT0005,38,2025-10-22,1843.44,0.0,1843.44,168.46,1674.98,17577.46
LN00051,ENT0005,39,2025-11-22,1843.44,0.0,1843.44,153.8,1689.64,15887.82
LN00051,ENT0005,40,2025-12-22,1843.44,0.0,1843.44,139.02,1704.42,14183.4
LN00051,ENT0005,41,2026-01-22,1843.44,0.0,1843.44,124.1,1719.34,12464.06
LN00051,ENT0005,42,2026-02-22,1843.44,0.0,1843.44,109.06,1734.38,10729.68
LN00051,ENT0005,43,2026-03-22,1843.44,0.0,1843.44,93.88,1749.56,8980.12
LN00051,ENT0005,44,2026-04-22,1843.44,0.0,1843.44,78.58,1764.87,7215.25
LN00051,ENT0005,45,2026-05-22,1843.44,0.0,1843.44,63.13,1780.31,5434.94
LN00051,ENT0005,46,2026-06-22,1843.44,0.0,1843.44,47.56,1795.89,3639.05
LN00051,ENT0005,47,2026-07-22,1843.44,0.0,1843.44,31.84,1811.6,1827.45
LN00061,ENT0006,2,2023-08-21,9408.51,0.0,9408.51,2687.49,6721.02,223635.47
LN00061,ENT0006,3,2023-09-21,9408.51,0.0,9408.51,2609.08,6799.43,216836.04
LN00061,ENT0006,4,2023-10-21,9408.51,0.0,9408.51,2529.75,6878.76,209957.28
LN00061,ENT0006,5,2023-11-21,9408.51,0.0,9408.51,2449.5,6959.01,202998.27
LN00061,ENT0006,6,2023-12-21,9408.51,0.0,9408.51,2368.31,7040.2,195958.07
LN00061,ENT0006,7,2024-01-21,9408.51,0.0,9408.51,2286.18,7122.33,188835.74
LN00061,ENT0006,8,2024-02-21,9408.51,0.0,9408.51,2203.08,7205.43,181630.31
LN00061,ENT0006,9,2024-03-21,9408.51,0.0,9408.51,2119.02,7289.49,174340.82
LN00061,ENT0006,10,2024-04-21,9408.51,0.0,9408.51,2033.98,7374.54,166966.28
LN00061,ENT0006,11,2024-05-21,9408.51,0.0,9408.51,1947.94,7460.57,159505.71
LN00061,ENT0006,12,2024-06-21,9408.51,0.0,9408.51,1860.9,7547.61,151958.1
LN00061,ENT0006,13,2024-07-21,9408.51,0.0,9408.51,1772.84,7635.67,144322.43
LN00061,ENT0006,14,2024-08-21,9408.51,0.0,9408.51,1683.76,7724.75,136597.68
LN00061,ENT0006,15,2024-09-21,9408.51,0.0,9408.51,1593.64,7814.87,128782.81
LN00061,ENT0006,16,2024-10-21,9408.51,0.0,9408.51,1502.47,7906.05,120876.76
LN00061,ENT0006,17,2024-11-21,9408.51,1881.7,7526.81,1410.23,7998.28,112878.48
LN00061,ENT0006,18,2024-12-21,9408.51,1881.7,7526.81,1316.92,8091.6,104786.88
LN00061,ENT0006,19,2025-01-21,9408.51,1881.7,7526.81,1222.51,8186.0,96600.88
LN00061,ENT0006,20,2025-02-21,9408.51,1881.7,7526.81,1127.01,8281.5,88319.38
LN00061,ENT0006,21,2025-03-21,9408.51,1881.7,7526.81,1030.39,8378.12,79941.26
LN00061,ENT0006,22,2025-04-21,9408.51,1881.7,7526.81,932.65,8475.86,71465.4
LN00061,ENT0006,23,2025-05-21,9408.51,1881.7,7526.81,833.76,8574.75,62890.65
LN00061,ENT0006,24,2025-06-21,9408.51,1881.7,7526.81,733.72,8674.79,54215.86
LN00061,ENT0006,25,2025-07-21,9408.51,1881.7,7526.81,632.52,8775.99,45439.87
LN00061,ENT0006,26,2025-08-21,9408.51,1881.7,7526.81,530.13,8878.38,36561.49
LN00061,ENT0006,27,2025-09-21,9408.51,1881.7,7526.81,426.55,8981.96,27579.53
LN00061,ENT0006,28,2025-10-21,9408.51,1881.7,7526.81,321.76,9086.75,18492.77
LN00061,ENT0006,29,2025-11-21,9408.51,1881.7,7526.81,215.75,9192.76,9300.01
LN00061,ENT0006,30,2025-12-21,9408.51,1881.7,7526.81,108.5,9300.01,0.0
LN00071,ENT0007,5,2023-08-20,18260.62,0.0,18260.62,3418.17,14842.45,313302.22
LN00071,ENT0007,6,2023-09-20,18260.62,0.0,18260.62,3263.56,14997.06,298305.16
LN00071,ENT0007,7,2023-10-20,18260.62,0.0,18260.62,3107.35,15153.28,283151.89
LN00071,ENT0007,8,2023-11-20,18260.62,0.0,18260.62,2949.5,15311.12,267840.76
LN00071,ENT0007,9,2023-12-20,18260.62,0.0,18260.62,2790.01,15470.61,252370.15
LN00071,ENT0007,10,2024-01-20,18260.62,0.0,18260.62,2628.86,15631.77,236738.39
LN00071,ENT0007,11,2024-02-20,18260.62,0.0,18260.62,2466.02,15794.6,220943.79
LN00071,ENT0007,12,2024-03-20,18260.62,0.0,18260.62,2301.5,15959.12,204984.67
LN00071,ENT0007,13,2024-04-20,18260.62,0.0,18260.62,2135.26,16125.36,188859.3
LN00071,ENT0007,14,2024-05-20,18260.62,0.0,18260.62,1967.28,16293.34,172565.97
LN00071,ENT0007,15,2024-06-20,18260.62,0.0,18260.62,1797.56,16463.06,156102.91
LN00071,ENT0007,16,2024-07-20,18260.62,0.0,18260.62,1626.07,16634.55,139468.36
LN00071,ENT0007,17,2024-08-20,18260.62,0.0,18260.62,1452.8,16807.83,122660.53
LN00071,ENT0007,18,2024-09-20,18260.62,0.0,18260.62,1277.71,16982.91,105677.63
LN00071,ENT0007,19,2024-10-20,18260.62,0.0,18260.62,1100.81,17159.81,88517.81
LN00071,ENT0007,20,2024-11-20,18260.62,0.0,18260.62,922.06,17338.56,71179.25
LN00071,ENT0007,21,2024-12-20,18260.62,0.0,18260.62,741.45,17519.17,53660.08
LN00071,ENT0007,22,2025-01-20,18260.62,0.0,18260.62,558.96,17701.66,35958.42
LN00071,ENT0007,23,2025-02-20,18260.62,0.0,18260.62,374.57,17886.05,18072.37
LN00071,ENT0007,24,2025-03-20,18260.62,0.0,18260.62,188.25,18072.37,0.0
LN00072,ENT0007,1,2026-01-27,4191.31,0.0,4191.31,1706.25,2485.06,192514.94
LN00072,ENT0007,2,2026-02-27,4191.31,0.0,4191.31,1684.51,2506.8,190008.13
LN00072,ENT0007,3,2026-03-27,4191.31,0.0,4191.31,1662.57,2528.74,187479.4
LN00072,ENT0007,4,2026-04-27,4191.31,0.0,4191.31,1640.44,2550.87,184928.53
LN00072,ENT0007,5,2026-05-27,4191.31,0.0,4191.31,1618.12,2573.19,182355.34
LN00072,ENT0007,6,2026-06-27,4191.31,0.0,4191.31,1595.61,2595.7,179759.64
LN00072,ENT0007,7,2026-07-27,4191.31,0.0,4191.31,1572.9,2618.41,177141.23
LN00081,ENT0008,7,2023-08-05,33700.74,0.0,33700.74,3345.28,30355.47,351961.92
LN00081,ENT0008,8,2023-09-05,33700.74,0.0,33700.74,3079.67,30621.08,321340.84
LN00081,ENT0008,9,2023-10-05,33700.74,0.0,33700.74,2811.73,30889.01,290451.83
LN00081,ENT0008,10,2023-11-05,33700.74,0.0,33700.74,2541.45,31159.29,259292.54
LN00081,ENT0008,11,2023-12-05,33700.74,0.0,33700.74,2268.81,31431.93,227860.61
LN00081,ENT0008,12,2024-01-05,33700.74,0.0,33700.74,1993.78,31706.96,196153.65
LN00081,ENT0008,13,2024-02-05,33700.74,0.0,33700.74,1716.34,31984.4,164169.25
LN00081,ENT0008,14,2024-03-05,33700.74,0.0,33700.74,1436.48,32264.26,131904.98
LN00081,ENT0008,15,2024-04-05,33700.74,0.0,33700.74,1154.17,32546.57,99358.41
LN00081,ENT0008,16,2024-05-05,33700.74,0.0,33700.74,869.39,32831.36,66527.05
LN00081,ENT0008,17,2024-06-05,33700.74,0.0,33700.74,582.11,33118.63,33408.42
LN00081,ENT0008,18,2024-07-05,33700.74,0.0,33700.74,292.32,33408.42,0.0
LN00091,ENT0009,9,2023-08-02,35085.97,0.0,35085.97,7152.66,27933.31,658721.63
LN00091,ENT0009,10,2023-09-02,35085.97,0.0,35085.97,6861.68,28224.28,630497.35
LN00091,ENT0009,11,2023-10-02,35085.97,0.0,35085.97,6567.68,28518.29,601979.06
LN00091,ENT0009,12,2023-11-02,35085.97,0.0,35085.97,6270.62,28815.35,573163.71
LN00091,ENT0009,13,2023-12-02,35085.97,0.0,35085.97,5970.46,29115.51,544048.2
LN00091,ENT0009,14,2024-01-02,35085.97,0.0,35085.97,5667.17,29418.8,514629.4
LN00091,ENT0009,15,2024-02-02,35085.97,0.0,35085.97,5360.72,29725.24,484904.15
LN00091,ENT0009,16,2024-03-02,35085.97,0.0,35085.97,5051.08,30034.88,454869.27
LN00091,ENT0009,17,2024-04-02,35085.97,0.0,35085.97,4738.22,30347.75,424521.53
LN00091,ENT0009,18,2024-05-02,35085.97,0.0,35085.97,4422.1,30663.87,393857.66
LN00091,ENT0009,19,2024-06-02,35085.97,0.0,35085.97,4102.68,30983.28,362874.37
LN00091,ENT0009,20,2024-07-02,35085.97,0.0,35085.97,3779.94,31306.03,331568.35
LN00091,ENT0009,21,2024-08-02,35085.97,0.0,35085.97,3453.84,31632.13,299936.22
LN00091,ENT0009,22,2024-09-02,35085.97,0.0,35085.97,3124.34,31961.63,267974.58
LN00091,ENT0009,23,2024-10-02,35085.97,0.0,35085.97,2791.4,32294.57,235680.02
LN00091,ENT0009,24,2024-11-02,35085.97,0.0,35085.97,2455.0,32630.97,203049.05
LN00091,ENT0009,25,2024-12-02,35085.97,0.0,35085.97,2115.09,32970.87,170078.18
LN00091,ENT0009,26,2025-01-02,35085.97,0.0,35085.97,1771.65,33314.32,136763.86
LN00091,ENT0009,27,2025-02-02,35085.97,0.0,35085.97,1424.62,33661.34,103102.51
LN00091,ENT0009,28,2025-03-02,35085.97,0.0,35085.97,1073.98,34011.98,69090.53
LN00091,ENT0009,29,2025-04-02,35085.97,0.0,35085.97,719.69,34366.27,34724.26
LN00091,ENT0009,30,2025-05-02,35085.97,0.0,35085.97,361.71,34724.26,0.0
LN00101,ENT0010,17,2023-08-21,14735.81,0.0,14735.81,337.91,14397.9,14565.88
LN00101,ENT0010,18,2023-09-21,14735.81,0.0,14735.81,169.94,14565.88,0.0
LN00111,ENT0011,5,2023-08-28,787.24,0.0,787.24,188.15,599.09,13084.74
LN00111,ENT0011,6,2023-09-28,787.24,0.0,787.24,179.92,607.32,12477.41
LN00111,ENT0011,7,2023-10-28,787.24,0.0,787.24,171.56,615.67,11861.74
LN00111,ENT0011,8,2023-11-28,787.24,0.0,787.24,163.1,624.14,11237.6
LN00111,ENT0011,9,2023-12-28,787.24,0.0,787.24,154.52,632.72,10604.88
LN00111,ENT0011,10,2024-01-28,787.24,0.0,787.24,145.82,641.42,9963.46
LN00111,ENT0011,11,2024-02-28,787.24,0.0,787.24,137.0,650.24,9313.22
LN00111,ENT0011,12,2024-03-28,787.24,0.0,787.24,128.06,659.18,8654.04
LN00111,ENT0011,13,2024-04-28,787.24,0.0,787.24,118.99,668.24,7985.8
LN00111,ENT0011,14,2024-05-28,787.24,0.0,787.24,109.8,677.43,7308.36
LN00111,ENT0011,15,2024-06-28,787.24,0.0,787.24,100.49,686.75,6621.62
LN00111,ENT0011,16,2024-07-28,787.24,0.0,787.24,91.05,696.19,5925.43
LN00111,ENT0011,17,2024-08-28,787.24,0.0,787.24,81.47,705.76,5219.66
LN00111,ENT0011,18,2024-09-28,787.24,0.0,787.24,71.77,715.47,4504.19
LN00111,ENT0011,19,2024-10-28,787.24,0.0,787.24,61.93,725.3,3778.89
LN00111,ENT0011,20,2024-11-28,787.24,0.0,787.24,51.96,735.28,3043.61
LN00111,ENT0011,21,2024-12-28,787.24,0.0,787.24,41.85,745.39,2298.22
LN00111,ENT0011,22,2025-01-28,787.24,0.0,787.24,31.6,755.64,1542.59
LN00111,ENT0011,23,2025-02-28,787.24,0.0,787.24,21.21,766.03,776.56
LN00111,ENT0011,24,2025-03-28,787.24,0.0,787.24,10.68,776.56,0.0
LN00131,ENT0013,7,2023-08-29,1484.03,0.0,1484.03,215.39,1268.64,23347.27
LN00131,ENT0013,8,2023-09-29,1484.03,0.0,1484.03,204.29,1279.74,22067.53
LN00131,ENT0013,9,2023-10-29,1484.03,0.0,1484.03,193.09,1290.94,20776.58
LN00131,ENT0013,10,2023-11-29,1484.03,0.0,1484.03,181.8,1302.24,19474.35
LN00131,ENT0013,11,2023-12-29,1484.03,0.0,1484.03,170.4,1313.63,18160.71
LN00131,ENT0013,12,2024-01-29,1484.03,0.0,1484.03,158.91,1325.13,16835.59
LN00131,ENT0013,13,2024-02-29,1484.03,0.0,1484.03,147.31,1336.72,15498.86
LN00131,ENT0013,14,2024-03-29,1484.03,0.0,1484.03,135.62,1348.42,14150.45
LN00131,ENT0013,15,2024-04-29,1484.03,0.0,1484.03,123.82,1360.22,12790.23
LN00131,ENT0013,16,2024-05-29,1484.03,0.0,1484.03,111.91,1372.12,11418.11
LN00131,ENT0013,17,2024-06-29,1484.03,0.0,1484.03,99.91,1384.12,10033.98
LN00131,ENT0013,18,2024-07-29,1484.03,0.0,1484.03,87.8,1396.24,8637.75
LN00131,ENT0013,19,2024-08-29,1484.03,0.0,1484.03,75.58,1408.45,7229.3
LN00131,ENT0013,20,2024-09-29,1484.03,0.0,1484.03,63.26,1420.78,5808.52
LN00131,ENT0013,21,2024-10-29,1484.03,0.0,1484.03,50.82,1433.21,4375.31
LN00131,ENT0013,22,2024-11-29,1484.03,0.0,1484.03,38.28,1445.75,2929.56
LN00131,ENT0013,23,2024-12-29,1484.03,0.0,1484.03,25.63,1458.4,1471.16
LN00131,ENT0013,24,2025-01-29,1484.03,0.0,1484.03,12.87,1471.16,0.0
LN00132,ENT0013,1,2024-06-06,2787.3,0.0,2787.3,1190.0,1597.3,100402.7
LN00132,ENT0013,2,2024-07-06,2787.3,0.0,2787.3,1171.36,1615.94,98786.76
LN00132,ENT0013,3,2024-08-06,2787.3,0.0,2787.3,1152.51,1634.79,97151.98
LN00132,ENT0013,4,2024-09-06,2787.3,0.0,2787.3,1133.44,1653.86,95498.11
LN00132,ENT0013,5,2024-10-06,2787.3,0.0,2787.3,1114.14,1673.16,93824.96
LN00132,ENT0013,6,2024-11-06,2787.3,0.0,2787.3,1094.62,1692.68,92132.28
LN00132,ENT0013,7,2024-12-06,2787.3,0.0,2787.3,1074.88,1712.42,90419.86
LN00132,ENT0013,8,2025-01-06,2787.3,0.0,2787.3,1054.9,1732.4,88687.46
LN00132,ENT0013,9,2025-02-06,2787.3,0.0,2787.3,1034.69,1752.61,86934.84
LN00132,ENT0013,10,2025-03-06,2787.3,0.0,2787.3,1014.24,1773.06,85161.78
LN00132,ENT0013,11,2025-04-06,2787.3,0.0,2787.3,993.55,1793.75,83368.04
LN00132,ENT0013,12,2025-05-06,2787.3,0.0,2787.3,972.63,1814.67,81553.36
LN00132,ENT0013,13,2025-06-06,2787.3,0.0,2787.3,951.46,1835.84,79717.52
LN00132,ENT0013,14,2025-07-06,2787.3,0.0,2787.3,930.04,1857.26,77860.25
LN00132,ENT0013,15,2025-08-06,2787.3,0.0,2787.3,908.37,1878.93,75981.32
LN00132,ENT0013,16,2025-09-06,2787.3,0.0,2787.3,886.45,1900.85,74080.47
LN00132,ENT0013,17,2025-10-06,2787.3,0.0,2787.3,864.27,1923.03,72157.44
LN00132,ENT0013,18,2025-11-06,2787.3,0.0,2787.3,841.84,1945.46,70211.98
LN00132,ENT0013,19,2025-12-06,2787.3,0.0,2787.3,819.14,1968.16,68243.82
LN00132,ENT0013,20,2026-01-06,2787.3,0.0,2787.3,796.18,1991.12,66252.7
LN00132,ENT0013,21,2026-02-06,2787.3,0.0,2787.3,772.95,2014.35,64238.34
LN00132,ENT0013,22,2026-03-06,2787.3,0.0,2787.3,749.45,2037.85,62200.49
LN00132,ENT0013,23,2026-04-06,2787.3,0.0,2787.3,725.67,2061.63,60138.86
LN00132,ENT0013,24,2026-05-06,2787.3,0.0,2787.3,701.62,2085.68,58053.18
LN00132,ENT0013,25,2026-06-06,2787.3,0.0,2787.3,677.29,2110.01,55943.17
