recommendation_id,alert_id,enterprise_id,rank,mechanism,action_key,params,audience,rendered_lang
RC000614,AL00213,ENT0065,2,debt_overhang,restructure_emi,"{""amount"": 58700.0, ""days"": 30, ""months"": 3}",both,mr
RC000615,AL00213,ENT0065,3,climate_shock,prebook_input,"{""amount"": 58700.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000616,AL00214,ENT0065,1,working_capital_erosion,request_bridge_loan,"{""amount"": 24900.0, ""days"": 30, ""months"": 3}",both,mr
RC000617,AL00214,ENT0065,2,demand_trough,stagger_batch,"{""amount"": 24900.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000618,AL00214,ENT0065,3,debt_overhang,restructure_emi,"{""amount"": 24900.0, ""days"": 30, ""months"": 3}",both,mr
RC000619,AL00215,ENT0065,1,demand_trough,stagger_batch,"{""amount"": 10300.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000620,AL00215,ENT0065,2,climate_shock,prebook_input,"{""amount"": 10300.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000621,AL00215,ENT0065,3,working_capital_erosion,request_bridge_loan,"{""amount"": 10300.0, ""days"": 30, ""months"": 3}",both,mr
RC000622,AL00216,ENT0065,1,demand_trough,stagger_batch,"{""amount"": 9800.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000623,AL00216,ENT0065,2,climate_shock,prebook_input,"{""amount"": 9800.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000624,AL00216,ENT0065,3,working_capital_erosion,request_bridge_loan,"{""amount"": 9800.0, ""days"": 30, ""months"": 3}",both,mr
RC000625,AL00217,ENT0066,1,receivable_stretch,collect_udhaar,"{""amount"": 48500.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000626,AL00217,ENT0066,2,demand_trough,stagger_batch,"{""amount"": 48500.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000627,AL00217,ENT0066,3,climate_shock,prebook_input,"{""amount"": 48500.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000628,AL00218,ENT0066,1,margin_squeeze,prebook_input,"{""amount"": 72000.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000629,AL00218,ENT0066,2,climate_shock,prebook_input,"{""amount"": 72000.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000630,AL00218,ENT0066,3,working_capital_erosion,request_bridge_loan,"{""amount"": 72000.0, ""days"": 30, ""months"": 3}",both,gu
RC000631,AL00219,ENT0066,1,margin_squeeze,prebook_input,"{""amount"": 18100.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000632,AL00219,ENT0066,2,working_capital_erosion,request_bridge_loan,"{""amount"": 18100.0, ""days"": 30, ""months"": 3}",both,gu
RC000633,AL00220,ENT0066,1,demand_trough,stagger_batch,"{""amount"": 75300.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000634,AL00220,ENT0066,2,working_capital_erosion,request_bridge_loan,"{""amount"": 75300.0, ""days"": 30, ""months"": 3}",both,gu
RC000635,AL00221,ENT0066,1,margin_squeeze,prebook_input,"{""amount"": 37400.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000636,AL00221,ENT0066,2,working_capital_erosion,request_bridge_loan,"{""amount"": 37400.0, ""days"": 30, ""months"": 3}",both,gu
RC000637,AL00222,ENT0066,1,demand_trough,stagger_batch,"{""amount"": 79800.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000638,AL00222,ENT0066,2,receivable_stretch,collect_udhaar,"{""amount"": 79800.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000639,AL00222,ENT0066,3,climate_shock,prebook_input,"{""amount"": 79800.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000640,AL00223,ENT0066,1,climate_shock,prebook_input,"{""amount"": 94200.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000641,AL00223,ENT0066,2,margin_squeeze,prebook_input,"{""amount"": 94200.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000642,AL00223,ENT0066,3,working_capital_erosion,request_bridge_loan,"{""amount"": 94200.0, ""days"": 30, ""months"": 3}",both,gu
RC000643,AL00224,ENT0066,1,margin_squeeze,prebook_input,"{""amount"": 16200.0, ""days"": 30, ""months"": 3}",merchant,gu
RC000644,AL00224,ENT0066,2,working_capital_erosion,request_bridge_loan,"{""amount"": 16200.0, ""days"": 30, ""months"": 3}",both,gu
RC000645,AL00224,ENT0066,3,debt_overhang,restructure_emi,"{""amount"": 16200.0, ""days"": 30, ""months"": 3}",both,gu
RC000646,AL00225,ENT0067,1,working_capital_erosion,request_bridge_loan,"{""amount"": 34500.0, ""days"": 30, ""months"": 3}",both,hi
RC000647,AL00225,ENT0067,2,debt_overhang,restructure_emi,"{""amount"": 34500.0, ""days"": 30, ""months"": 3}",both,hi
RC000648,AL00225,ENT0067,3,receivable_stretch,collect_udhaar,"{""amount"": 34500.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000649,AL00226,ENT0067,1,debt_overhang,restructure_emi,"{""amount"": 25100.0, ""days"": 30, ""months"": 3}",both,hi
RC000650,AL00226,ENT0067,2,working_capital_erosion,request_bridge_loan,"{""amount"": 25100.0, ""days"": 30, ""months"": 3}",both,hi
RC000651,AL00226,ENT0067,3,receivable_stretch,collect_udhaar,"{""amount"": 25100.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000652,AL00227,ENT0067,1,receivable_stretch,collect_udhaar,"{""amount"": 27600.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000653,AL00227,ENT0067,2,working_capital_erosion,request_bridge_loan,"{""amount"": 27600.0, ""days"": 30, ""months"": 3}",both,hi
RC000654,AL00227,ENT0067,3,debt_overhang,restructure_emi,"{""amount"": 27600.0, ""days"": 30, ""months"": 3}",both,hi
RC000655,AL00228,ENT0067,1,receivable_stretch,collect_udhaar,"{""amount"": 23200.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000656,AL00228,ENT0067,2,working_capital_erosion,request_bridge_loan,"{""amount"": 23200.0, ""days"": 30, ""months"": 3}",both,hi
RC000657,AL00228,ENT0067,3,debt_overhang,restructure_emi,"{""amount"": 23200.0, ""days"": 30, ""months"": 3}",both,hi
RC000658,AL00229,ENT0067,1,receivable_stretch,collect_udhaar,"{""amount"": 43000.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000659,AL00229,ENT0067,2,working_capital_erosion,request_bridge_loan,"{""amount"": 43000.0, ""days"": 30, ""months"": 3}",both,hi
RC000660,AL00229,ENT0067,3,debt_overhang,restructure_emi,"{""amount"": 43000.0, ""days"": 30, ""months"": 3}",both,hi
RC000661,AL00230,ENT0067,1,working_capital_erosion,request_bridge_loan,"{""amount"": 9900.0, ""days"": 30, ""months"": 3}",both,hi
RC000662,AL00230,ENT0067,2,receivable_stretch,collect_udhaar,"{""amount"": 9900.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000663,AL00230,ENT0067,3,debt_overhang,restructure_emi,"{""amount"": 9900.0, ""days"": 30, ""months"": 3}",both,hi
RC000664,AL00231,ENT0067,1,working_capital_erosion,request_bridge_loan,"{""amount"": 7100.0, ""days"": 30, ""months"": 3}",both,hi
RC000665,AL00231,ENT0067,2,demand_trough,stagger_batch,"{""amount"": 7100.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000666,AL00231,ENT0067,3,receivable_stretch,collect_udhaar,"{""amount"": 7100.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000667,AL00232,ENT0067,1,receivable_stretch,collect_udhaar,"{""amount"": 16200.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000668,AL00232,ENT0067,2,demand_trough,stagger_batch,"{""amount"": 16200.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000669,AL00232,ENT0067,3,debt_overhang,restructure_emi,"{""amount"": 16200.0, ""days"": 30, ""months"": 3}",both,hi
RC000670,AL00233,ENT0067,1,receivable_stretch,collect_udhaar,"{""amount"": 37900.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000671,AL00233,ENT0067,2,working_capital_erosion,request_bridge_loan,"{""amount"": 37900.0, ""days"": 30, ""months"": 3}",both,hi
RC000672,AL00233,ENT0067,3,climate_shock,prebook_input,"{""amount"": 37900.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000673,AL00234,ENT0067,1,receivable_stretch,collect_udhaar,"{""amount"": 39400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000674,AL00234,ENT0067,2,working_capital_erosion,request_bridge_loan,"{""amount"": 39400.0, ""days"": 30, ""months"": 3}",both,hi
RC000675,AL00234,ENT0067,3,demand_trough,stagger_batch,"{""amount"": 39400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000676,AL00235,ENT0067,1,working_capital_erosion,request_bridge_loan,"{""amount"": 12400.0, ""days"": 30, ""months"": 3}",both,hi
RC000677,AL00235,ENT0067,2,receivable_stretch,collect_udhaar,"{""amount"": 12400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000678,AL00235,ENT0067,3,demand_trough,stagger_batch,"{""amount"": 12400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000679,AL00236,ENT0067,1,receivable_stretch,collect_udhaar,"{""amount"": 2100.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000680,AL00236,ENT0067,2,working_capital_erosion,request_bridge_loan,"{""amount"": 2100.0, ""days"": 30, ""months"": 3}",both,hi
RC000681,AL00236,ENT0067,3,demand_trough,stagger_batch,"{""amount"": 2100.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000682,AL00237,ENT0067,1,receivable_stretch,collect_udhaar,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000683,AL00237,ENT0067,2,working_capital_erosion,request_bridge_loan,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",both,hi
RC000684,AL00237,ENT0067,3,demand_trough,stagger_batch,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000685,AL00238,ENT0067,1,receivable_stretch,collect_udhaar,"{""amount"": 57500.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000686,AL00238,ENT0067,2,climate_shock,prebook_input,"{""amount"": 57500.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000687,AL00238,ENT0067,3,demand_trough,stagger_batch,"{""amount"": 57500.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000688,AL00239,ENT0068,1,margin_squeeze,prebook_input,"{""amount"": 24000.0, ""days"": 30, ""months"": 3}",merchant,or
RC000689,AL00239,ENT0068,2,receivable_stretch,collect_udhaar,"{""amount"": 24000.0, ""days"": 30, ""months"": 3}",merchant,or
RC000690,AL00239,ENT0068,3,demand_trough,stagger_batch,"{""amount"": 24000.0, ""days"": 30, ""months"": 3}",merchant,or
RC000691,AL00240,ENT0069,1,working_capital_erosion,request_bridge_loan,"{""amount"": 17800.0, ""days"": 30, ""months"": 3}",both,hi
RC000692,AL00240,ENT0069,2,receivable_stretch,collect_udhaar,"{""amount"": 17800.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000693,AL00240,ENT0069,3,demand_trough,stagger_batch,"{""amount"": 17800.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000694,AL00241,ENT0069,1,demand_trough,stagger_batch,"{""amount"": 17700.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000695,AL00241,ENT0069,2,receivable_stretch,collect_udhaar,"{""amount"": 17700.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000696,AL00241,ENT0069,3,working_capital_erosion,request_bridge_loan,"{""amount"": 17700.0, ""days"": 30, ""months"": 3}",both,hi
RC000697,AL00242,ENT0071,1,margin_squeeze,prebook_input,"{""amount"": 12400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000698,AL00242,ENT0071,2,receivable_stretch,collect_udhaar,"{""amount"": 12400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000699,AL00242,ENT0071,3,demand_trough,stagger_batch,"{""amount"": 12400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000700,AL00243,ENT0071,1,margin_squeeze,prebook_input,"{""amount"": 2900.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000701,AL00243,ENT0071,2,receivable_stretch,collect_udhaar,"{""amount"": 2900.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000702,AL00243,ENT0071,3,demand_trough,stagger_batch,"{""amount"": 2900.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000703,AL00244,ENT0072,1,working_capital_erosion,request_bridge_loan,"{""amount"": 12200.0, ""days"": 30, ""months"": 3}",both,or
RC000704,AL00244,ENT0072,2,debt_overhang,restructure_emi,"{""amount"": 12200.0, ""days"": 30, ""months"": 3}",both,or
RC000705,AL00244,ENT0072,3,receivable_stretch,collect_udhaar,"{""amount"": 12200.0, ""days"": 30, ""months"": 3}",merchant,or
RC000706,AL00245,ENT0073,1,working_capital_erosion,request_bridge_loan,"{""amount"": 37600.0, ""days"": 30, ""months"": 3}",both,te
RC000707,AL00245,ENT0073,2,demand_trough,stagger_batch,"{""amount"": 37600.0, ""days"": 30, ""months"": 3}",merchant,te
RC000708,AL00245,ENT0073,3,debt_overhang,restructure_emi,"{""amount"": 37600.0, ""days"": 30, ""months"": 3}",both,te
RC000709,AL00246,ENT0073,1,working_capital_erosion,request_bridge_loan,"{""amount"": 13600.0, ""days"": 30, ""months"": 3}",both,te
RC000710,AL00246,ENT0073,2,demand_trough,stagger_batch,"{""amount"": 13600.0, ""days"": 30, ""months"": 3}",merchant,te
RC000711,AL00246,ENT0073,3,debt_overhang,restructure_emi,"{""amount"": 13600.0, ""days"": 30, ""months"": 3}",both,te
RC000712,AL00247,ENT0073,1,climate_shock,prebook_input,"{""amount"": 4100.0, ""days"": 30, ""months"": 3}",merchant,te
RC000713,AL00247,ENT0073,2,demand_trough,stagger_batch,"{""amount"": 4100.0, ""days"": 30, ""months"": 3}",merchant,te
RC000714,AL00247,ENT0073,3,working_capital_erosion,request_bridge_loan,"{""amount"": 4100.0, ""days"": 30, ""months"": 3}",both,te
RC000715,AL00248,ENT0074,1,working_capital_erosion,request_bridge_loan,"{""amount"": 18200.0, ""days"": 30, ""months"": 3}",both,te
RC000716,AL00248,ENT0074,2,demand_trough,stagger_batch,"{""amount"": 18200.0, ""days"": 30, ""months"": 3}",merchant,te
RC000717,AL00248,ENT0074,3,receivable_stretch,collect_udhaar,"{""amount"": 18200.0, ""days"": 30, ""months"": 3}",merchant,te
RC000718,AL00249,ENT0074,1,climate_shock,prebook_input,"{""amount"": 11500.0, ""days"": 30, ""months"": 3}",merchant,te
RC000719,AL00249,ENT0074,2,demand_trough,stagger_batch,"{""amount"": 11500.0, ""days"": 30, ""months"": 3}",merchant,te
RC000720,AL00249,ENT0074,3,working_capital_erosion,request_bridge_loan,"{""amount"": 11500.0, ""days"": 30, ""months"": 3}",both,te
RC000721,AL00250,ENT0074,1,demand_trough,stagger_batch,"{""amount"": 21500.0, ""days"": 30, ""months"": 3}",merchant,te
RC000722,AL00250,ENT0074,2,climate_shock,prebook_input,"{""amount"": 21500.0, ""days"": 30, ""months"": 3}",merchant,te
RC000723,AL00250,ENT0074,3,working_capital_erosion,request_bridge_loan,"{""amount"": 21500.0, ""days"": 30, ""months"": 3}",both,te
RC000724,AL00251,ENT0075,1,climate_shock,prebook_input,"{""amount"": 295500.0, ""days"": 30, ""months"": 3}",merchant,or
RC000725,AL00251,ENT0075,2,demand_trough,stagger_batch,"{""amount"": 295500.0, ""days"": 30, ""months"": 3}",merchant,or
RC000726,AL00251,ENT0075,3,margin_squeeze,prebook_input,"{""amount"": 295500.0, ""days"": 30, ""months"": 3}",merchant,or
RC000727,AL00252,ENT0075,1,margin_squeeze,prebook_input,"{""amount"": 182100.0, ""days"": 30, ""months"": 3}",merchant,or
RC000728,AL00252,ENT0075,2,demand_trough,stagger_batch,"{""amount"": 182100.0, ""days"": 30, ""months"": 3}",merchant,or
RC000729,AL00252,ENT0075,3,working_capital_erosion,request_bridge_loan,"{""amount"": 182100.0, ""days"": 30, ""months"": 3}",both,or
RC000730,AL00253,ENT0075,1,margin_squeeze,prebook_input,"{""amount"": 124400.0, ""days"": 30, ""months"": 3}",merchant,or
RC000731,AL00253,ENT0075,2,working_capital_erosion,request_bridge_loan,"{""amount"": 124400.0, ""days"": 30, ""months"": 3}",both,or
RC000732,AL00254,ENT0075,1,working_capital_erosion,request_bridge_loan,"{""amount"": 67400.0, ""days"": 30, ""months"": 3}",both,or
RC000733,AL00254,ENT0075,2,receivable_stretch,collect_udhaar,"{""amount"": 67400.0, ""days"": 30, ""months"": 3}",merchant,or
RC000734,AL00254,ENT0075,3,debt_overhang,restructure_emi,"{""amount"": 67400.0, ""days"": 30, ""months"": 3}",both,or
RC000735,AL00255,ENT0075,1,climate_shock,prebook_input,"{""amount"": 165000.0, ""days"": 30, ""months"": 3}",merchant,or
RC000736,AL00255,ENT0075,2,demand_trough,stagger_batch,"{""amount"": 165000.0, ""days"": 30, ""months"": 3}",merchant,or
RC000737,AL00255,ENT0075,3,margin_squeeze,prebook_input,"{""amount"": 165000.0, ""days"": 30, ""months"": 3}",merchant,or
RC000738,AL00256,ENT0075,1,margin_squeeze,prebook_input,"{""amount"": 181200.0, ""days"": 30, ""months"": 3}",merchant,or
RC000739,AL00256,ENT0075,2,working_capital_erosion,request_bridge_loan,"{""amount"": 181200.0, ""days"": 30, ""months"": 3}",both,or
RC000740,AL00256,ENT0075,3,demand_trough,stagger_batch,"{""amount"": 181200.0, ""days"": 30, ""months"": 3}",merchant,or
RC000741,AL00257,ENT0076,1,working_capital_erosion,request_bridge_loan,"{""amount"": 17700.0, ""days"": 30, ""months"": 3}",both,as
RC000742,AL00257,ENT0076,2,debt_overhang,restructure_emi,"{""amount"": 17700.0, ""days"": 30, ""months"": 3}",both,as
RC000743,AL00257,ENT0076,3,receivable_stretch,collect_udhaar,"{""amount"": 17700.0, ""days"": 30, ""months"": 3}",merchant,as
RC000744,AL00258,ENT0076,1,working_capital_erosion,request_bridge_loan,"{""amount"": 64500.0, ""days"": 30, ""months"": 3}",both,as
RC000745,AL00258,ENT0076,2,debt_overhang,restructure_emi,"{""amount"": 64500.0, ""days"": 30, ""months"": 3}",both,as
RC000746,AL00258,ENT0076,3,receivable_stretch,collect_udhaar,"{""amount"": 64500.0, ""days"": 30, ""months"": 3}",merchant,as
RC000747,AL00259,ENT0076,1,working_capital_erosion,request_bridge_loan,"{""amount"": 52200.0, ""days"": 30, ""months"": 3}",both,as
RC000748,AL00259,ENT0076,2,debt_overhang,restructure_emi,"{""amount"": 52200.0, ""days"": 30, ""months"": 3}",both,as
RC000749,AL00259,ENT0076,3,receivable_stretch,collect_udhaar,"{""amount"": 52200.0, ""days"": 30, ""months"": 3}",merchant,as
RC000750,AL00260,ENT0076,1,working_capital_erosion,request_bridge_loan,"{""amount"": 32600.0, ""days"": 30, ""months"": 3}",both,as
RC000751,AL00260,ENT0076,2,debt_overhang,restructure_emi,"{""amount"": 32600.0, ""days"": 30, ""months"": 3}",both,as
RC000752,AL00260,ENT0076,3,receivable_stretch,collect_udhaar,"{""amount"": 32600.0, ""days"": 30, ""months"": 3}",merchant,as
RC000753,AL00261,ENT0076,1,working_capital_erosion,request_bridge_loan,"{""amount"": 26700.0, ""days"": 30, ""months"": 3}",both,as
RC000754,AL00261,ENT0076,2,debt_overhang,restructure_emi,"{""amount"": 26700.0, ""days"": 30, ""months"": 3}",both,as
RC000755,AL00261,ENT0076,3,receivable_stretch,collect_udhaar,"{""amount"": 26700.0, ""days"": 30, ""months"": 3}",merchant,as
RC000756,AL00262,ENT0076,1,working_capital_erosion,request_bridge_loan,"{""amount"": 2200.0, ""days"": 30, ""months"": 3}",both,as
RC000757,AL00262,ENT0076,2,demand_trough,stagger_batch,"{""amount"": 2200.0, ""days"": 30, ""months"": 3}",merchant,as
RC000758,AL00262,ENT0076,3,receivable_stretch,collect_udhaar,"{""amount"": 2200.0, ""days"": 30, ""months"": 3}",merchant,as
RC000759,AL00263,ENT0076,1,receivable_stretch,collect_udhaar,"{""amount"": 4200.0, ""days"": 30, ""months"": 3}",merchant,as
RC000760,AL00263,ENT0076,2,demand_trough,stagger_batch,"{""amount"": 4200.0, ""days"": 30, ""months"": 3}",merchant,as
RC000761,AL00263,ENT0076,3,working_capital_erosion,request_bridge_loan,"{""amount"": 4200.0, ""days"": 30, ""months"": 3}",both,as
RC000762,AL00264,ENT0077,1,working_capital_erosion,request_bridge_loan,"{""amount"": 19700.0, ""days"": 30, ""months"": 3}",both,as
RC000763,AL00264,ENT0077,2,demand_trough,stagger_batch,"{""amount"": 19700.0, ""days"": 30, ""months"": 3}",merchant,as
RC000764,AL00264,ENT0077,3,debt_overhang,restructure_emi,"{""amount"": 19700.0, ""days"": 30, ""months"": 3}",both,as
RC000765,AL00265,ENT0077,1,receivable_stretch,collect_udhaar,"{""amount"": 8000.0, ""days"": 30, ""months"": 3}",merchant,as
RC000766,AL00265,ENT0077,2,demand_trough,stagger_batch,"{""amount"": 8000.0, ""days"": 30, ""months"": 3}",merchant,as
RC000767,AL00265,ENT0077,3,margin_squeeze,prebook_input,"{""amount"": 8000.0, ""days"": 30, ""months"": 3}",merchant,as
RC000768,AL00266,ENT0077,1,receivable_stretch,collect_udhaar,"{""amount"": 85700.0, ""days"": 30, ""months"": 3}",merchant,as
RC000769,AL00266,ENT0077,2,climate_shock,prebook_input,"{""amount"": 85700.0, ""days"": 30, ""months"": 3}",merchant,as
RC000770,AL00266,ENT0077,3,working_capital_erosion,request_bridge_loan,"{""amount"": 85700.0, ""days"": 30, ""months"": 3}",both,as
RC000771,AL00267,ENT0079,1,debt_overhang,restructure_emi,"{""amount"": 18700.0, ""days"": 30, ""months"": 3}",both,hi
RC000772,AL00267,ENT0079,2,working_capital_erosion,request_bridge_loan,"{""amount"": 18700.0, ""days"": 30, ""months"": 3}",both,hi
RC000773,AL00267,ENT0079,3,receivable_stretch,collect_udhaar,"{""amount"": 18700.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000774,AL00268,ENT0079,1,working_capital_erosion,request_bridge_loan,"{""amount"": 16800.0, ""days"": 30, ""months"": 3}",both,hi
RC000775,AL00268,ENT0079,2,receivable_stretch,collect_udhaar,"{""amount"": 16800.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000776,AL00268,ENT0079,3,demand_trough,stagger_batch,"{""amount"": 16800.0, ""days"": 30, ""months"": 3}",merchant,hi
RC000777,AL00269,ENT0080,1,margin_squeeze,prebook_input,"{""amount"": 105700.0, ""days"": 30, ""months"": 3}",merchant,te
RC000778,AL00269,ENT0080,2,demand_trough,stagger_batch,"{""amount"": 105700.0, ""days"": 30, ""months"": 3}",merchant,te
RC000779,AL00270,ENT0080,1,margin_squeeze,prebook_input,"{""amount"": 47300.0, ""days"": 30, ""months"": 3}",merchant,te
RC000780,AL00270,ENT0080,2,working_capital_erosion,request_bridge_loan,"{""amount"": 47300.0, ""days"": 30, ""months"": 3}",both,te
RC000781,AL00271,ENT0080,1,working_capital_erosion,request_bridge_loan,"{""amount"": 5900.0, ""days"": 30, ""months"": 3}",both,te
RC000782,AL00271,ENT0080,2,debt_overhang,restructure_emi,"{""amount"": 5900.0, ""days"": 30, ""months"": 3}",both,te
RC000783,AL00271,ENT0080,3,margin_squeeze,prebook_input,"{""amount"": 5900.0, ""days"": 30, ""months"": 3}",merchant,te
RC000784,AL00272,ENT0080,1,demand_trough,stagger_batch,"{""amount"": 118300.0, ""days"": 30, ""months"": 3}",merchant,te
RC000785,AL00273,ENT0080,1,climate_shock,prebook_input,"{""amount"": 107800.0, ""days"": 30, ""months"": 3}",merchant,te
RC000786,AL00273,ENT0080,2,working_capital_erosion,request_bridge_loan,"{""amount"": 107800.0, ""days"": 30, ""months"": 3}",both,te
RC000787,AL00273,ENT0080,3,margin_squeeze,prebook_input,"{""amount"": 107800.0, ""days"": 30, ""months"": 3}",merchant,te
RC000788,AL00274,ENT0080,1,margin_squeeze,prebook_input,"{""amount"": 25100.0, ""days"": 30, ""months"": 3}",merchant,te
RC000789,AL00274,ENT0080,2,working_capital_erosion,request_bridge_loan,"{""amount"": 25100.0, ""days"": 30, ""months"": 3}",both,te
RC000790,AL00274,ENT0080,3,debt_overhang,restructure_emi,"{""amount"": 25100.0, ""days"": 30, ""months"": 3}",both,te
RC000791,AL00275,ENT0080,1,working_capital_erosion,request_bridge_loan,"{""amount"": 14500.0, ""days"": 30, ""months"": 3}",both,te
RC000792,AL00275,ENT0080,2,receivable_stretch,collect_udhaar,"{""amount"": 14500.0, ""days"": 30, ""months"": 3}",merchant,te
RC000793,AL00275,ENT0080,3,debt_overhang,restructure_emi,"{""amount"": 14500.0, ""days"": 30, ""months"": 3}",both,te
RC000794,AL00276,ENT0080,1,working_capital_erosion,request_bridge_loan,"{""amount"": 61300.0, ""days"": 30, ""months"": 3}",both,te
RC000795,AL00276,ENT0080,2,debt_overhang,restructure_emi,"{""amount"": 61300.0, ""days"": 30, ""months"": 3}",both,te
RC000796,AL00276,ENT0080,3,receivable_stretch,collect_udhaar,"{""amount"": 61300.0, ""days"": 30, ""months"": 3}",merchant,te
RC000797,AL00277,ENT0080,1,working_capital_erosion,request_bridge_loan,"{""amount"": 116700.0, ""days"": 30, ""months"": 3}",both,te
RC000798,AL00277,ENT0080,2,receivable_stretch,collect_udhaar,"{""amount"": 116700.0, ""days"": 30, ""months"": 3}",merchant,te
RC000799,AL00277,ENT0080,3,demand_trough,stagger_batch,"{""amount"": 116700.0, ""days"": 30, ""months"": 3}",merchant,te
RC000800,AL00278,ENT0080,1,margin_squeeze,prebook_input,"{""amount"": 63200.0, ""days"": 30, ""months"": 3}",merchant,te
RC000801,AL00278,ENT0080,2,working_capital_erosion,request_bridge_loan,"{""amount"": 63200.0, ""days"": 30, ""months"": 3}",both,te
RC000802,AL00278,ENT0080,3,receivable_stretch,collect_udhaar,"{""amount"": 63200.0, ""days"": 30, ""months"": 3}",merchant,te
RC000803,AL00279,ENT0081,1,margin_squeeze,prebook_input,"{""amount"": 80600.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000804,AL00279,ENT0081,2,receivable_stretch,collect_udhaar,"{""amount"": 80600.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000805,AL00279,ENT0081,3,working_capital_erosion,request_bridge_loan,"{""amount"": 80600.0, ""days"": 30, ""months"": 3}",both,mr
RC000806,AL00280,ENT0081,1,margin_squeeze,prebook_input,"{""amount"": 41500.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000807,AL00280,ENT0081,2,working_capital_erosion,request_bridge_loan,"{""amount"": 41500.0, ""days"": 30, ""months"": 3}",both,mr
RC000808,AL00280,ENT0081,3,climate_shock,prebook_input,"{""amount"": 41500.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000809,AL00281,ENT0081,1,working_capital_erosion,request_bridge_loan,"{""amount"": 38100.0, ""days"": 30, ""months"": 3}",both,mr
RC000810,AL00281,ENT0081,2,margin_squeeze,prebook_input,"{""amount"": 38100.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000811,AL00281,ENT0081,3,receivable_stretch,collect_udhaar,"{""amount"": 38100.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000812,AL00282,ENT0081,1,climate_shock,prebook_input,"{""amount"": 69100.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000813,AL00282,ENT0081,2,margin_squeeze,prebook_input,"{""amount"": 69100.0, ""days"": 30, ""months"": 3}",merchant,mr
RC000814,AL00282,ENT0081,3,working_capital_erosion,request_bridge_loan,"{""amount"": 69100.0, ""days"": 30, ""months"": 3}",both,mr
RC000815,AL00283,ENT0081,1,margin_squeeze,prebook_input,"{""amount"": 35900.0, ""days"": 30, ""months"": 3}",merchant,mr
